ResultNumber,Consent,Appeal,Trust,Usage,Likes,Dislikes,Reccomended,Q9.1,Q9.2,Q9.3,Q9.4,Q9.5,Q10.1,Q10.2,Q10.3,Q10.4,Q10.5,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,UserID,Start Date,Start Time,Finish Date,Finish Time,Average Time,Interface,Activity level,Agegroup,Children,Country,Deotype,DeoUser,Deofreq,Gender,Sweating,Benefit
74,1,4,4,4,Cool sensation that is felt,It is only temporary for some time,It should provide atleast 6 hours cooling,5,5,4,4,5,1,1,1,1,1,7,6,7,6,7,7719179,06-08-2020,15:57,06-08-2020,16:03,29.58333333,mobile,3+ times a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Normal sweater,It’s natural / contains natural ingredients
75,1,5,5,5,Excellent design,I don't dislike anything,N/A,5,4,4,5,4,3,3,3,3,3,6,6,6,7,6,7835731,06-08-2020,15:57,06-08-2020,16:00,13.08333333,mobile,3+ times a week,25 - 34 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Excessive sweater,It’s natural / contains natural ingredients
76,1,5,5,5,Excellent design ,I don't dislike anything ,N/A,5,5,4,5,5,4,2,3,4,3,7,7,6,7,7,7835718,06-08-2020,15:57,06-08-2020,16:01,17.66666667,mobile,3+ times a week,25 - 34 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Excessive sweater,It cares for my skin
77,1,5,5,5,Excellent design ,I don't dislike anything ,N/A,5,5,4,4,5,5,3,3,4,3,7,6,6,7,7,7835804,06-08-2020,15:57,06-08-2020,16:01,18.41666667,mobile,3+ times a week,25 - 34 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Excessive sweater,It cares for my skin
78,1,4,3,4,Because I am also traveling morning time with a sweatshirt in public transport,afraid made by harsh chemicals,is possible to make it with natural ingredients,3,5,4,5,5,5,1,1,1,1,4,7,7,7,7,7561640,06-08-2020,15:58,06-08-2020,16:03,28.58333333,desktop,3+ times a week,25 - 34 years,Two,India,Aerosol Spray,No,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
79,1,4,4,4,It can reduce sweating,nothing,no nothing,5,4,5,4,4,1,1,1,1,1,7,7,6,7,7,7812592,06-08-2020,15:58,06-08-2020,16:05,38,desktop,3+ times a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It cares for my skin
80,1,4,5,4,"In humid condition it effect more, I like that.",After few hours it start fading. ,N/A,4,4,4,5,5,2,1,2,2,1,7,6,6,7,7,7742087,06-08-2020,15:58,06-08-2020,16:04,31.58333333,desktop,3+ times a week,35 - 44 years,I don’t have any children,India,I don't use any,No,I only use it on specific occasions,Male,Light sweater,I don't use any
81,1,5,5,5,"The thing I like about is the product is that, it helps in keeping the body fresh throughout the day, especially in hot areas like the one I live in.",N/A,N/A  ,5,5,4,5,5,1,1,2,1,1,6,6,4,7,6,7554650,06-08-2020,15:58,06-08-2020,16:05,38.27272727,desktop,3+ times a week,25 - 34 years,I don’t have any children,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
82,1,3,3,5,No comment ,No comment ,No comment on this ,2,3,3,3,2,3,3,3,2,3,4,4,3,3,4,5340821,06-08-2020,15:58,06-08-2020,16:03,21.08333333,mobile,Twice a week,35 - 44 years,One,UK,Aerosol Spray,Yes,I use it multiple times a day,Male,Anxious sweater,It does not cause white marks / stains on skin or clothes
83,1,5,3,4,The extra cooling so that I don't have to turn up to work with sweaty armpits,"Nothing, just that it isn't that believable",n/a,5,4,5,4,5,2,2,2,2,1,6,5,7,5,7,7561387,06-08-2020,15:59,06-08-2020,19:19,999.1666667,desktop,Twice a week,35 - 44 years,I don’t have any children,UK,Stick,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
84,1,5,5,4,Safe for us,No dislike,Use more frequently,4,4,5,4,5,5,5,5,4,4,7,7,7,7,6,7763484,06-08-2020,15:59,06-08-2020,16:06,35.5,desktop,3+ times a week,25 - 34 years,One,India,Gel,Yes,I use it multiple times a day,Male,Normal sweater,It’s natural / contains natural ingredients
85,1,5,4,5,Ice cube,None,None,4,4,4,4,4,2,3,2,4,3,7,6,6,6,6,7590347,06-08-2020,16:00,06-08-2020,16:05,26.5,mobile,3+ times a week,18 - 24 years,One,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Anxious sweater,It cares for my skin
86,1,4,4,3,The cooling of the skin surface.,N/A,n/a,4,4,4,4,4,2,1,1,1,1,5,6,5,6,6,5335299,06-08-2020,16:00,06-08-2020,16:09,47.41666667,mobile,Twice a week,65 years +,I don’t have children under the age of 18,South Africa,Aerosol Spray,Yes,I use it at least once a day,Male,Heavy sweater,Has a fragrance I like
87,1,4,4,3,Cooling sensation is the thing which is good especially during summer. It helps to give you refreshing feeling,I guess they could add more good name to the product. Name and tag is not appealing ,I guess it could have been designed in good way the product article ,4,4,4,3,4,4,4,4,4,4,5,5,5,5,5,7763362,06-08-2020,16:00,06-08-2020,16:03,18.16666667,desktop,Twice a week,25 - 34 years,One,India,Gel,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against odour
88,1,5,4,4,Hopefully this product will last the whole day.,N/A,N/A,3,5,4,5,5,4,2,1,1,1,2,6,6,7,7,7617895,06-08-2020,16:00,13-08-2020,12:45,49425.58333,desktop,Less often,65 years +,I don’t have any children,South Africa,Roll-on,Yes,I use it at least once a day,Female,Normal sweater,It cares for my skin
89,1,5,4,5,it cools us when we feel really hot and humid,is it like prickly heat powder,none,5,4,4,4,4,1,1,1,1,1,6,6,6,7,7,7975298,06-08-2020,16:00,06-08-2020,16:13,63.75,desktop,3+ times a week,35 - 44 years,Two,India,Stick,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against odour
90,1,5,5,5,That it automatically activates the cooling sensation when our internal body temperature increases is innovative., nothing in general.,n/a,5,5,5,5,5,1,1,1,1,1,6,7,7,7,7,7741852,06-08-2020,16:00,06-08-2020,16:11,53.58333333,mobile,3+ times a week,25 - 34 years,One,India,Roll-on,Yes,I use it multiple times a day,Male,Anxious sweater,It prevents / controls against odour
91,1,4,4,4,extra cooling sensation,NA,NA,4,4,5,5,4,4,4,4,5,5,7,6,7,5,5,7970976,06-08-2020,16:01,06-08-2020,16:08,33.16666667,desktop,3+ times a week,45 - 54 years,One,India,Aerosol Spray,No,I only use it on specific occasions,Female,Normal sweater,It doesn’t use a lot of packaging / packaging is recyclable
92,1,5,2,5,Effective if you get hot,N/a,N/a,4,4,5,5,5,3,2,5,5,1,5,6,7,7,7,5374525,06-08-2020,16:01,06-08-2020,16:08,31.25,desktop,Twice a week,35 - 44 years,I don’t have any children,UK,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
93,1,5,5,5,I liked ICE CUBE ENCAPS,nothing,n/a,4,4,4,4,4,3,3,3,3,3,7,7,7,7,7,9055941,06-08-2020,16:02,06-08-2020,16:11,47,desktop,,,,,,,,,,
94,1,4,4,4,It gives extra on demand cooling sensation which I needed.,n/a,n/a,4,5,4,5,5,2,1,1,1,1,6,7,7,7,7,8596927,06-08-2020,16:03,06-08-2020,16:21,91.08333333,desktop,Twice a week,45 - 54 years,One,Philippines,Roll-on,Yes,I use it at least once a day,Male,Anxious sweater,It’s natural / contains natural ingredients
95,1,4,4,4,On-demand,Not clear how it would work. Assuming some sort of chemical reaction.,Encaps as a word doesn't make any sense,4,3,5,4,4,2,2,1,2,2,4,4,7,4,4,5335353,06-08-2020,16:03,06-08-2020,16:24,113,desktop,Twice a week,25 - 34 years,I don’t have children under the age of 18,South Africa,Roll-on,Yes,I use it at least once a day,Female,Light sweater,It prevents / controls against odour
96,1,4,4,4,It is very good way to remain cool by this method.,It can harm our skin,Natural intigerents if possible,4,5,4,4,4,2,1,2,2,1,4,7,5,5,6,7554136,06-08-2020,16:04,06-08-2020,16:11,36.75,mobile,3+ times a week,35 - 44 years,One,India,Aerosol Spray,Yes,I use it at least once a day,Male,Anxious sweater,It cares for my skin
97,1,5,3,5,for its special characteristics of giving cool & fresh feeling on demand.,n/a,n/a,5,5,5,5,5,1,1,1,2,1,7,7,7,7,7,7719415,06-08-2020,16:04,06-08-2020,16:14,53.5,desktop,Twice a week,55 - 64 years,I don’t have children under the age of 18,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,Has a fragrance I like
98,1,5,5,5,It is suitable for sensitive skin,n/a,n/a,5,3,4,4,5,1,1,2,2,1,6,7,7,7,7,7590066,06-08-2020,16:04,06-08-2020,16:10,26.5,mobile,3+ times a week,18 - 24 years,I don’t have any children,South Africa,Roll-on,Yes,I use it at least once a day,Female,Excessive sweater,It cares for my skin
99,1,4,5,5,I like the cool effect,Nothing,Nothing,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7812620,06-08-2020,16:04,06-08-2020,16:06,8,mobile,3+ times a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Excessive sweater,It’s natural / contains natural ingredients
100,1,4,4,4,I love this product ,Nothing ,Nothing ,4,4,4,5,4,3,4,2,3,4,6,6,6,5,6,8604210,06-08-2020,16:05,06-08-2020,16:08,14.58333333,mobile,Twice a week,35 - 44 years,One,India,Roll-on,Yes,"I use it most days, but not every day",Female,Normal sweater,Has a fragrance I like
101,1,,,,,,,,,,,,,,,,,,,,,,7743044,06-08-2020,16:06,,,,desktop,3+ times a week,55 - 64 years,I don’t have children under the age of 18,India,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
102,1,5,5,5,It's something I've never heard of before.,There is nothing I dislike about this product.,n/a,5,5,5,5,5,2,1,1,1,1,7,7,7,7,7,8719343,06-08-2020,16:07,06-08-2020,16:10,19.41666667,desktop,,,,,,,,,,
103,1,4,3,3,cooling sounds good,not too much,n/a ,4,4,4,5,4,2,1,2,4,2,2,7,6,7,6,6900351,06-08-2020,16:07,06-08-2020,16:08,7.666666667,desktop,Few times a month,Under 18 years,I don’t have any children,UK,Roll-on,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against wetness
104,1,5,5,5,It is very innovative and sounds very cooling in hot weather - I love it,"I worry when they ""melt"", that I might get wet",Explain what happens once they have cooled you down - do they melt?,3,4,4,4,4,2,1,2,1,1,5,7,5,6,6,5332951,06-08-2020,16:07,06-08-2020,16:10,14.91666667,desktop,Twice a week,35 - 44 years,I don’t have any children,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
105,1,5,5,5,the product releases cooling ingredients when activated by body temperature,there is nothing to be disliked as,"no, all is perfect ",5,5,4,5,5,2,1,1,1,1,5,7,7,7,7,7742068,06-08-2020,16:07,06-08-2020,16:16,43,desktop,3+ times a week,45 - 54 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It prevents / controls against odour
106,1,5,5,4,Cooling sensation always keeps you very cool and away from irritation. It gives a refreshing or rejuvenating experience of using it. ,Nothing to neglect or reject about the product which seems to be an apt product of mine. ,N/A,5,5,5,5,5,1,1,2,1,2,7,6,7,7,6,7812488,06-08-2020,16:07,06-08-2020,16:16,45.16666667,desktop,3+ times a week,35 - 44 years,Two,India,Roll-on,Yes,I use it at least once a day,Male,Heavy sweater,It prevents / controls against odour
107,1,4,4,4,It will keep me fresh even if it’s hot,I wouldn’t know yet,n/a,3,2,4,5,5,3,2,2,1,1,4,4,4,6,6,8661434,06-08-2020,16:08,06-08-2020,16:18,49.83333333,mobile,Less often,45 - 54 years,I don’t have any children,Philippines,Roll-on,Yes,"I use it most days, but not every day",Female,Normal sweater,It prevents / controls against odour
108,1,3,3,5,good,nothing,product cooling,2,4,2,3,3,2,2,3,4,3,4,4,5,5,4,8588531,06-08-2020,16:08,06-08-2020,16:11,16.90909091,desktop,3+ times a week,35 - 44 years,One,India,Roll-on,Yes,I use it at least once a day,Female,Heavy sweater,Has a fragrance I like
109,1,4,4,4,If this work it sounds like they're good creation. ,Not knowing the price of the item. ,N/A,3,4,5,5,5,2,2,1,1,1,4,5,6,6,6,7590275,06-08-2020,16:09,06-08-2020,16:19,49.75,mobile,Twice a week,45 - 54 years,One,UK,Aerosol Spray,Yes,I use it at least once a day,Male,Light sweater,It cares for my skin
110,1,5,5,5,Very good product for sweating,Na,Na,5,5,5,5,5,2,3,3,2,2,4,5,4,6,7,7763374,06-08-2020,16:09,06-08-2020,16:11,8.666666667,mobile,3+ times a week,35 - 44 years,Two,India,Aerosol Spray,Yes,I use it multiple times a day,Male,Normal sweater,It cares for my skin
111,1,5,3,4,"I hate feeling hot and sweaty on public transport, especially if I can feel that my deodorant just isn't working as well as I want it to. Being able to use something like this on-the-go would be great!",I just can't quite envision how they would work or what they'd look like!,n/a,5,4,4,5,5,2,1,1,1,1,6,6,4,7,7,7295393,06-08-2020,16:09,06-08-2020,16:14,22.41666667,desktop,Once a week,35 - 44 years,I don’t have children under the age of 18,UK,Stick,Yes,I use it at least once a day,Female,Heavy sweater,It prevents / controls against odour
112,1,5,1,3,I like the idea of cooling agents on demand.  I hate to sweat.,i don't believe it can be accomplished without harmful ingredients. ,N/a,3,4,4,4,4,3,1,1,1,1,1,5,5,4,6,5378048,06-08-2020,16:10,06-08-2020,16:15,27.25,mobile,Twice a week,35 - 44 years,One,US,Soft solid (clinical),Yes,"I use it most days, but not every day",Female,Anxious sweater,Has a fragrance I like
113,1,4,5,5,I like it too much,nothing,n/a,5,4,4,5,4,5,4,4,4,5,6,5,7,6,6,7763536,06-08-2020,16:10,06-08-2020,16:14,19.66666667,desktop,3+ times a week,35 - 44 years,One,India,Soft solid (clinical),Yes,I use it at least once a day,Male,Heavy sweater,It prevents / controls against wetness
114,1,4,2,3,woudd reallly be very welcme now,findnit hard to believe it works,be more connvincing,3,4,4,5,5,2,2,3,1,1,5,4,5,7,7,5361305,06-08-2020,16:11,06-08-2020,16:17,26.41666667,desktop,Once a week,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Male,Anxious sweater,It prevents / controls against odour
115,1,4,2,3,Freshness in hot climate,Exaggeration about the claims,N/A,3,3,3,4,4,3,3,3,2,2,3,1,4,5,5,7831134,06-08-2020,16:12,06-08-2020,16:15,18.41666667,desktop,3+ times a week,25 - 34 years,Two,India,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,Has a fragrance I like
116,1,3,3,3,I like the ice cooling sensatioon...,N/A,N/A,4,4,4,5,4,1,1,1,1,1,6,6,6,7,6,8661500,06-08-2020,16:13,06-08-2020,16:20,38.90909091,mobile,Once a week,45 - 54 years,One,Philippines,I don't use any,No,I rarely / never use deodorant,Female,Light sweater,I don't use any
117,1,4,4,4,cooling effect,nothing,no,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,6898942,06-08-2020,16:13,06-08-2020,16:15,13.16666667,desktop,Never,45 - 54 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Female,Anxious sweater,It cares for my skin
118,1,5,5,5,the concept,n/a,n/a,5,5,5,5,5,1,1,1,1,1,7,7,7,7,7,7765336,06-08-2020,16:15,06-08-2020,16:23,45.72727273,desktop,,25 - 34 years,One,India,Aerosol Spray,Yes,I use it multiple times a day,Female,Excessive sweater,
119,1,4,4,4,It is a freshness and cooling product that is suitable for people who are travelling a lot.,n/a,n/a,4,4,4,5,5,2,1,1,1,1,5,5,6,7,7,7554078,06-08-2020,16:17,10-08-2020,16:23,28831.75,desktop,3+ times a week,45 - 54 years,Two,India,Aerosol Spray,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
120,1,5,3,4,staying cool,side effects?,no its fine,3,5,5,5,5,3,1,1,1,1,1,7,7,7,7,7618301,06-08-2020,16:18,06-08-2020,16:21,14.16666667,desktop,Twice a week,55 - 64 years,I don’t have children under the age of 18,UK,Roll-on,Yes,I use it at least once a day,Male,Normal sweater,It prevents / controls against odour
121,1,5,5,5,"That is ice cube and can be activated by my body temperature, it is what I have been waiting for.",n/a,n/a,5,5,5,5,5,2,1,1,1,1,6,7,7,7,7,5362788,06-08-2020,16:18,06-08-2020,16:28,48.08333333,mobile,Less often,35 - 44 years,Four or more,South Africa,Roll-on,Yes,I use it at least once a day,Male,Light sweater,It prevents / controls against odour
122,1,4,4,4,"Easy to use, extra cooling",nothign so far,nope,4,4,4,5,4,1,1,1,1,1,6,6,7,7,7,6893606,06-08-2020,16:21,06-08-2020,16:29,43,desktop,Few times a month,55 - 64 years,One,US,Aerosol Spray,Yes,I use it at least once a day,Female,Normal sweater,It prevents / controls against wetness
123,1,5,3,5,That it will keep me cool and fresh especially in this very hot and humid weather conditions we are having at the moment,n/a,Would this have a fragrance or just natural nothingness,3,4,4,5,5,2,1,1,1,1,4,6,6,7,7,6896332,06-08-2020,16:21,06-08-2020,16:26,23.5,desktop,Few times a month,55 - 64 years,I don’t have children under the age of 18,UK,Aerosol Spray,Yes,I use it at least once a day,Female,Anxious sweater,It prevents / controls against odour
124,1,5,2,5,"I reside in a hot and humid environmental, I definitely know how much a person like me would require such a product. ",The idea seems too far fetched. ,The sooner such product is invented the better,4,5,4,5,4,2,1,1,1,1,6,6,7,6,6,7719365,06-08-2020,16:22,06-08-2020,16:28,30.16666667,mobile,Less often,45 - 54 years,One,India,Aerosol Spray,Yes,I use it at least once a day,Male,Heavy sweater,It cares for my skin
